image_id,caption
2359857.jpg,a horse drawn carriage being pulled by a man 
2368452.jpg,"a yellow sign that says ""no parking"" "
2358591.jpg,a young woman holding a hot dog in her hand 
2329368.jpg,a large jetliner flying through a blue sky 
2403902.jpg,a clock tower with a clock on it's side 
2335999.jpg,a family is gathered around a table with cake 
2366457.jpg,a church with a clock tower on top 
2385914.jpg,a woman throwing a frisbee to another woman 
2332006.jpg,a man riding a skateboard down a street 
2372344.jpg,a man on a skateboard doing a trick 
2329426.jpg,a black dog with a frisbee in its mouth 
2371881.jpg,a large group of people walking down a street 
2326701.jpg,a train is traveling down the tracks near a platform 
2370547.jpg,a kite flying over a beach next to a palm tree 
2336512.jpg,two horses are running in a field 
2369016.jpg,a man standing on a beach flying a kite 
2393804.jpg,a woman standing next to a group of people 
2379205.jpg,a person with a pair of shoes on standing on a skateboard 
2323679.jpg,"a bathroom with a tub, toilet and sink "
2344184.jpg,a bus is parked on the side of the road 
2357846.jpg,a little boy is sitting in a cart with a basket of food 
2338259.jpg,a parking meter in front of a building 
2321708.jpg,a man and woman sitting at a table with wine glasses 
2360032.jpg,a street sign with a street name on it 
2357675.jpg,a horse standing in a fenced in area 
2351204.jpg,a dog is playing with a frisbee in the grass 
2397337.jpg,a woman holding a frisbee in her hand 
2404062.jpg,a baseball player swinging a bat at a ball 
2390458.jpg,a street sign with a car parked on the side of the road 
2335796.jpg,a teddy bear sitting on a table with a bunch of stuffed animals 
2387124.jpg,a large jetliner sitting on top of an airport tarmac 
2388571.jpg,a large jetliner sitting on top of an airport tarmac 
2414517.jpg,a street at night with a lit up street light 
2387642.jpg,"a plate of food with carrots, potatoes, and meat "
2397451.jpg,a box of donuts with a variety of frosting 
2332947.jpg,a yellow fire hydrant sitting on the side of a road 
2316629.jpg,a person holding a spoon and a bowl of food 
2351576.jpg,three people standing on top of a snow covered slope 
2332953.jpg,a man is throwing a frisbee in the woods 
2404710.jpg,a sign that is on a building 
2405368.jpg,a sheep and a goat standing in the snow 
2404076.jpg,a stop sign with a street sign on it 
2403719.jpg,a table with a plate of food and a cup of coffee 
2368491.jpg,a sandwich with meat and lettuce on a wooden table 
2406661.jpg,a dog running with a soccer ball in its mouth 
2341003.jpg,a sunset view of a sunset at a beach 
2327386.jpg,a man and a boy are flying a kite 
2351210.jpg,a girl holding a teddy bear in her arms 
2416472.jpg,a baseball bat and a baseball on display 
2415153.jpg,a man riding a skateboard on top of a cement block 
2398038.jpg,boats docked in a harbor 
2406891.jpg,a man laying on a bed with two cats 
2406649.jpg,a person para sailing on a body of water 
2318638.jpg,a man in a wet suit holding a surfboard 
2407231.jpg,a man standing next to a horse 
2353349.jpg,a person riding a wave on top of a surfboard 
2365823.jpg,zebras are standing in a fenced in area 
2404738.jpg,a man holding a tennis racquet on a tennis court 
2372387.jpg,a refrigerator with a door open and a stove 
2344621.jpg,a boy and a girl playing with a toy train 
2396767.jpg,a man hitting a tennis ball with a tennis racquet 
2391008.jpg,people sitting at a table with plates of food 
2392501.jpg,a man is windsurfing on a large body of water 
2339184.jpg,a person riding a motorcycle on a snowy surface 
2340321.jpg,a bicycle leaning against a dock on a pier 
2396001.jpg,a man in a suit is speaking to a crowd 
2343628.jpg,a man holding a cell phone in his hand 
2397690.jpg,"a living room with a couch, coffee table, and television "
2328506.jpg,a clock on a wall with a light coming from it 
2367211.jpg,a woman is standing in a kitchen with a hot dog in her mouth 
2392930.jpg,a man wearing a hat and a hat hat 
2338073.jpg,a herd of sheep grazing in a field 
2365360.jpg,a flock of birds flying over a body of water 
2391587.jpg,a bike leaning against a tree in a park 
2334649.jpg,giraffes are standing together in a field 
2333132.jpg,a parking meter on the side of the road 
2323321.jpg,a truck with graffiti on the side of it 
2356966.jpg,a cat laying on a blanket on a bed 
2339379.jpg,a man and a child standing on top of an elephant 
2361112.jpg,a bed with a blanket and a lamp 
2384820.jpg,a room with a clock and a chair 
2395093.jpg,a man taking a picture of himself in the mirror 
2370779.jpg,a train is on the tracks at a station 
2387497.jpg,a cat sitting on a chair looking out the window 
2399871.jpg,a train on a track near a forest 
2366133.jpg,a person riding a horse on a track 
2369200.jpg,a large jetliner flying over a city 
2370751.jpg,a clock tower with a flag on top of it 
2364724.jpg,a man is working on a street light 
2372146.jpg,a herd of cattle grazing on a lush green field 
2364042.jpg,a street sign with a building 
2336062.jpg,"a keyboard, mouse, and other electronic equipment on a desk "
2379775.jpg,a woman is smiling while holding a plate of cake 
2417591.jpg,a bridge over a river with a train on it 
2366641.jpg,a man walking down a train platform with a suitcase 
2390869.jpg,a man in a suit is looking at a plane 
2403282.jpg,a large jetliner sitting on top of an airport tarmac 
2397860.jpg,two police officers on horses in a park 
2336923.jpg,a cat is standing by a bicycle outside 
2355506.jpg,a man standing next to a train on a track 
2387440.jpg,a black bird perched on top of a rock 
2414715.jpg,a man holding a cell phone in front of a table 
2388773.jpg,a pizza oven with a pizza on it 
2343402.jpg,a large group of colorful umbrellas on a grassy field 
2372807.jpg,a man holding a tennis racquet on a tennis court 
2380449.jpg,a yellow train car parked on the side of a road 
2381757.jpg,a clock on a sidewalk next to a street 
2412402.jpg,a zebra grazing on grass in a field 
2401318.jpg,a small plane flying through the air 
2320827.jpg,a person on a snowboard in the snow 
2366872.jpg,a man and a dog are riding in a car 
2347670.jpg,a man holding a sign with a large group of people 
2353605.jpg,a bench sitting on top of a lake next to a body of water 
2388001.jpg,a train is pulling into a station with people standing around 
2334846.jpg,a pot of food is cooking on a stove 
2381743.jpg,a bus that is parked in the street 
2345067.jpg,a man holding a frisbee in front of a rock wall 
2398574.jpg,a person walking on the beach with a surfboard 
107934.jpg,a dog and a cat standing on the sidewalk 
2414701.jpg,a woman riding a surfboard on top of a wave 
2357305.jpg,a woman taking a picture of herself in a bathroom mirror 
2408328.jpg,a man laying on a bed with a stuffed animal 
2386762.jpg,a green truck is parked on the side of the road 
2388997.jpg,people are flying kites in a park 
2354624.jpg,a clock tower with a building 
2403255.jpg,a small airplane is parked in a parking lot 
2319724.jpg,a display case filled with lots of different types of desserts 
2327812.jpg,a television screen with a baseball game on it 
2340889.jpg,a large ship in the water near a city 
2346546.jpg,a woman riding a wave on top of a surfboard 
2401324.jpg,a man and woman standing next to each other 
2376485.jpg,a baseball player sliding into a base while another player watches 
2344351.jpg,a snowboarder is riding down a snowy hill 
2388029.jpg,a tennis team posing for a picture 
2397109.jpg,a street with a bunch of people walking around 
2325963.jpg,a woman in a black dress holding an umbrella 
2344345.jpg,a train is stopped at a train station 
2353639.jpg,a woman and a man are talking on the phone 
2399130.jpg,a clock tower with a clock on it's side 
2368877.jpg,a man walking down a street with an umbrella 
2382276.jpg,a banana and a piece of apple on a table 
2417234.jpg,a zebra grazing in a field of tall grass 
2350330.jpg,a toilet with a white toilet paper roll on the floor 
2319730.jpg,a zebra laying down in the grass 
2361853.jpg,a baseball player holding a bat on a field 
2360595.jpg,a train on a track near a grassy field 
2389445.jpg,a woman sitting on a couch with a coffee cup 
2415423.jpg,a river with a train on it and a bunch of trees 
2399656.jpg,a clock on a brick wall with a sign 
2381019.jpg,a man cutting a cake with a knife 
2344423.jpg,giraffes and zebras are standing in a field 
2375826.jpg,a boat is in the water near a house 
2319057.jpg,a crowd of people flying kites in the air 
2383169.jpg,a table topped with a bunch of different types of vegetables 
2329194.jpg,a wooden bench sitting in the middle of a forest 
2401331.jpg,a person holding a cell phone in their hand 
2355249.jpg,a dark room with a wooden bench and a door 
2404249.jpg,two people riding on the back of an elephant 
2344344.jpg,a train on a train track with people standing around 
2390115.jpg,a large building with a clock on the top 
2396564.jpg,a woman carrying a suitcase down a sidewalk 
2342053.jpg,a bus is driving down the street 
2346235.jpg,a young boy brushing his teeth in a bathroom 
2400749.jpg,two beds with red pillows and a red curtain 
2370787.jpg,a man holding a camera while holding a camera in his hand 
2407032.jpg,a pile of stuffed animals sitting on top of a desk 
2372184.jpg,a small plane is on the runway 
2389336.jpg,zebras are standing in a field 
2388028.jpg,a woman laying on the beach with her umbrella 
2349674.jpg,a pair of elephants standing in a field 
2379947.jpg,cows are grazing in a field 
2416671.jpg,a bear is standing in the woods 
2409037.jpg,a red train is on the tracks at a station 
2383633.jpg,people sitting around a table 
2417209.jpg,a tennis team posing for a picture 
2393420.jpg,"a kitchen with a sink, stove, and refrigerator "
2398575.jpg,a plane is flying over a city at night 
2381024.jpg,a woman holding a large bag of doughnuts 
2322943.jpg,two zebras are standing together in the water 
2333696.jpg,"a plate of food with meat, vegetables and a fork "
2404507.jpg,giraffes are standing in a field 
2397652.jpg,a man kicking a soccer ball on a field 
2381030.jpg,a motorcycle parked next to a fence 
2395045.jpg,a lighthouse with a sailboat on top of it 
2358023.jpg,a television sitting on the side of a street 
2341214.jpg,a giraffe standing on a lush green field 
2409745.jpg,a woman holding a tennis racquet on a tennis court 
2349648.jpg,a cat laying on the ground with a tire 
2324498.jpg,a man riding a skateboard down a street 
2320615.jpg,a horse is running through a field of grass 
2417590.jpg,two people standing next to a stop sign 
2339344.jpg,a pile of fruit sitting on top of a rock 
2366898.jpg,a woman and a man standing in a living room 
2320173.jpg,a white and black sheep laying on a bench 
2324315.jpg,a clock tower with a clock on it's side 
2352283.jpg,a cat sitting on a wooden bench 
2334106.jpg,motorcycles are parked on the street 
2414933.jpg,a stove top oven with a microwave and a dishwasher 
2373259.jpg,a large group of people eating food at a table 
2374536.jpg,a person riding a horse jumping over a fence 
2413084.jpg,a beach with a kite flying in the air 
2326516.jpg,a herd of elephants walking across a grass covered field 
2340693.jpg,a cat is sitting on the ground next to a car 
2384809.jpg,a pizza on a plate on a table 
2377981.jpg,a red bus parked on the side of a road 
2360225.jpg,a fire hydrant on the side of a road 
2416842.jpg,a row of umbrellas are in the rain 
2332205.jpg,"a kitchen with a stove, refrigerator, and a microwave "
2374250.jpg,a clock tower with a bunch of clocks on it 
2322016.jpg,two sheep grazing in the snow 
2334674.jpg,a young man is looking at the camera 
2361113.jpg,a stop sign with a sticker on it 
2371300.jpg,a man wearing a red shirt and a blue tie 
2339378.jpg,a street sign with a clock on it 
2321537.jpg,a living room filled with furniture and a tv 
2390854.jpg,giraffes and zebras in a grassy area 
2392925.jpg,a man on a motorcycle with a red and black flower on the side 
2375614.jpg,a bathroom with a door open and a sink 
2322994.jpg,a man with a skateboard standing on a brick wall 
2373265.jpg,a woman walking down a street holding an umbrella 
2373503.jpg,a large group of people holding bananas 
2335556.jpg,a man and woman sitting on a rock near the water 
2323334.jpg,a computer keyboard with a mouse on it 
